cc_num,recency,frequency,monetary,avg_txn_amt,max_txn_amt,std_txn_amt,unique_merchants,unique_states,unique_categories,night_txn_count,weekend_txn_count,avg_distance_km,fraud_flag,fraud_txn_count,gender,state,customer_age,city_pop,job,night_txn_pct,weekend_txn_pct,cluster,segment_name
567868110212,0,2558,213039.8,83.28373729476152,2713.44,114.86055394652432,655,1,14,414,914,79.16130818290192,1,3,F,TX,34,2906700,"Copywriter, advertising",0.161845191555903,0.3573103987490226,1,Champions
568279015842,0,1070,97101.83,90.7493738317757,834.38,82.74900711072902,500,1,14,228,364,73.19039971701349,1,9,M,ND,27,291,Television floor manager,0.2130841121495327,0.3401869158878505,0,Loyal
570273151375,0,509,29003.12,56.98058939096267,852.84,72.37512205561607,348,1,14,108,160,78.48837706168231,0,0,M,GA,53,112,"Lecturer, higher education",0.212180746561886,0.3143418467583497,0,Loyal
571314334723,0,510,32200.93,63.13907843137255,2045.93,139.36710934761956,350,1,14,87,164,76.08310554764623,1,14,F,PA,47,2379,"Sales professional, IT",0.1705882352941176,0.3215686274509804,0,Loyal
571365235126,0,3123,191918.03,61.45309958373359,3413.05,143.16261021625758,669,1,14,470,1060,73.51058122317949,1,10,F,MI,23,372,"Exhibitions officer, museum/gallery",0.1504963176432917,0.3394172270252962,1,Champions
571465035400,0,2009,184945.6,92.05853658536586,1195.5,90.28134443690702,627,1,14,448,649,74.31905341958996,1,12,M,WY,42,1645,Freight forwarder,0.2229965156794425,0.3230462916874067,1,Champions
571844099986,0,1542,99329.33,64.41590791180286,1969.49,107.4778897325494,590,1,14,490,553,76.76092264615906,0,0,F,KY,66,736284,Engineering geologist,0.3177691309987029,0.3586251621271076,0,Loyal
573283817795,0,533,32073.66,60.17572232645404,1392.24,101.15246857199512,357,1,14,162,191,74.01392960126731,0,0,F,NH,68,5457,"Surveyor, hydrographic",0.3039399624765478,0.3583489681050656,0,Loyal
573860193545,0,2092,123801.12,59.17835564053537,4399.61,150.55688872478905,637,1,14,306,691,75.55227695879945,1,11,M,IL,32,27020,Trade mark attorney,0.1462715105162524,0.3303059273422562,1,Champions
577588686219,0,1494,104313.8,69.82182061579653,769.26,67.49926143649888,569,1,14,139,665,76.42946844733777,0,0,M,PA,21,972,Public relations account executive,0.0930388219544846,0.4451137884872824,0,Loyal
577891228931,498,12,8789.74,732.4783333333334,1140.72,405.85171888787465,12,1,5,1,0,77.25399844933436,1,12,F,OR,57,16955,"Engineer, site",0.0833333333333333,0.0,3,Dormant
580954173374,0,1034,65300.62,63.15340425531915,2405.26,121.08320040431708,507,1,14,319,391,74.37966943217003,1,10,F,NY,58,3487,Race relations officer,0.3085106382978723,0.3781431334622824,0,Loyal
581293083266,0,1559,155847.0,99.96600384862091,1111.45,108.50713563020932,587,1,14,353,512,77.85038535873575,1,11,M,OK,29,1078,Podiatrist,0.2264271969211032,0.3284156510583707,0,Loyal
581508178315,1,503,48899.14,97.21499005964216,582.96,90.62707746183156,348,1,14,117,177,76.61260631250643,0,0,M,TX,40,407,Clothing/textile technologist,0.2326043737574552,0.3518886679920477,0,Loyal
581686439828,0,2552,144016.04,56.432617554858936,3373.11,115.41634253260834,655,1,14,381,865,74.66930929864378,1,10,M,PA,45,5507,Retail merchandiser,0.1492946708463949,0.338949843260188,1,Champions
583699482621,0,1505,100972.57,67.09140863787376,6423.02,197.2201161200417,586,1,14,461,535,72.96241266860655,0,0,F,WI,82,15426,"Engineer, civil (contracting)",0.306312292358804,0.3554817275747508,1,Champions
584673555952,0,2036,125572.94,61.67629666011788,2455.56,123.20520164933376,613,1,14,533,715,70.76511869502511,1,6,F,ND,88,307,Make,0.2617878192534381,0.3511787819253438,1,Champions
630412733309,0,516,30268.27,58.65943798449612,1022.06,101.88301552801418,347,1,14,126,183,72.81716811855021,1,8,F,MI,54,1038,Armed forces training and education officer,0.2441860465116279,0.3546511627906977,0,Loyal
630423337322,0,3030,163466.44,53.9493201320132,3026.86,118.33762066020718,665,1,14,430,1004,71.79254579359241,0,0,F,WA,40,149,Special educational needs teacher,0.1419141914191419,0.3313531353135313,1,Champions
630424987505,0,3099,179584.45,57.94916101968377,4772.77,154.7036833159128,657,1,14,473,1036,76.2312517766442,1,14,F,WV,37,836,Forensic psychologist,0.1526298806066473,0.3343013875443691,1,Champions
630425673344,0,1562,111329.77,71.27386043533932,11371.95,320.6578479373799,589,1,14,380,534,77.18953979027484,1,15,M,WV,48,365,Special effects artist,0.2432778489116517,0.3418693982074264,1,Champions
630441765090,0,2023,138146.56,68.28796836381612,12518.62,298.31508186865386,614,1,14,478,716,78.63249307282332,1,4,F,TX,53,1791,Corporate investment banker,0.236282748393475,0.3539298072170044,1,Champions
630451534402,0,3074,190975.99,62.12621665582303,14630.68,292.9086202094492,666,1,14,476,1008,72.83976536409651,1,10,F,MI,46,765,Immunologist,0.154847104749512,0.3279115159401431,1,Champions
630469040731,0,2047,124645.52,60.89180263800685,1433.54,92.12072665845751,610,1,14,540,726,72.92733940332037,0,0,F,OR,82,1288,Barrister,0.263800683927699,0.3546653639472398,1,Champions
630471368021,0,529,53668.33,101.45241965973536,1174.68,112.07434739722088,348,1,14,134,173,79.82806921164975,1,10,M,KY,44,1480,"Designer, interior/spatial",0.2533081285444234,0.3270321361058601,0,Loyal
630484879808,0,2003,188061.88,93.8901048427359,820.01,87.65313670522421,610,1,14,442,677,77.58874707508092,1,8,M,CA,45,123,Early years teacher,0.2206689965052421,0.3379930104842736,1,Champions
639023984367,0,2562,156000.51,60.89012880562061,10881.08,239.7308699494885,647,1,14,416,865,74.0753266533587,1,14,F,NY,27,69,Chief Executive Officer,0.1623731459797033,0.3376268540202966,1,Champions
639030014711,0,1033,94721.85,91.69588576960312,1062.26,88.29629203113902,504,1,14,211,342,76.53105506484395,1,8,M,IL,36,639,Mechanical engineer,0.2042594385285576,0.3310745401742497,0,Loyal
639046421587,0,1003,91754.31,91.4798703888335,601.51,80.86728012918554,504,1,14,233,347,76.06316789983741,0,0,M,PA,32,1140,"Administrator, education",0.2323030907278165,0.3459621136590229,0,Loyal
639077309909,1,505,32840.17,65.03003960396039,1080.21,102.9123395080216,347,1,14,153,178,75.63601067234667,1,7,M,CO,51,92337,"Engineer, electronics",0.3029702970297029,0.3524752475247524,0,Loyal
639095706599,0,538,35815.45,66.57146840148698,1213.1,109.4070602181894,354,1,14,120,192,72.9632682927954,1,6,M,IA,79,223,Estate manager/land agent,0.2230483271375464,0.3568773234200743,0,Loyal
675909898057,0,1017,98422.99,96.77776794493607,27390.12,867.2878544922877,516,1,14,308,358,74.42627040397977,1,11,M,NY,54,7987,Television/film/video producer,0.3028515240904621,0.352015732546706,1,Champions
675945690716,0,1570,95650.37,60.9238025477707,3404.22,197.600131662118,593,1,14,162,689,74.34674552704969,1,15,F,PA,18,28425,Podiatrist,0.1031847133757961,0.4388535031847134,1,Champions
675961917837,0,540,47073.26,87.1727037037037,14407.25,623.2522115139703,353,1,14,124,192,75.77509695196585,0,0,M,NE,51,142,Chiropodist,0.2296296296296296,0.3555555555555555,1,Champions
675990301623,0,2042,112762.0,55.22135161606269,1856.16,103.16354375624958,634,1,14,317,666,75.68115479318651,1,15,F,NJ,24,2456,Senior tax professional/tax inspector,0.1552399608227228,0.32615083251714,1,Champions
676102124465,0,2091,187586.22,89.71124820659972,2399.45,138.18070109062165,640,1,14,280,697,77.38580070703848,1,6,F,CA,33,94014,Airline pilot,0.1339072214251554,0.3333333333333333,1,Champions
676118385837,0,1029,72423.1,70.38202137998057,1148.75,112.68214387404116,507,1,14,272,363,72.8847516286318,1,13,F,OR,81,1252,"Engineer, petroleum",0.2643343051506316,0.3527696793002915,0,Loyal
676148621961,0,1034,67262.78,65.05104448742746,1230.42,106.68813620294812,500,1,14,268,355,74.21727256419858,1,14,F,IL,56,91,Materials engineer,0.2591876208897485,0.3433268858800773,0,Loyal
676173792455,1,1538,107049.69,69.60317945383615,3333.99,144.09979022258912,583,1,14,443,522,78.90881080952022,0,0,F,CA,57,92043,"Civil engineer, contracting",0.288036410923277,0.3394018205461638,1,Champions
676179782773,265,11,8247.53,749.7754545454546,1017.68,300.3589986454088,11,1,4,3,11,65.27439682538773,1,11,F,NY,61,151022,Sales executive,0.2727272727272727,1.0,2,Suspicious
676195318214,0,2051,121176.89,59.08185763042418,3599.47,144.05691415416572,626,1,14,283,668,79.45864540856537,1,8,F,TX,35,106,"Editor, film/video",0.1379814724524622,0.3256947830326669,1,Champions
676234256292,2,508,49441.2,97.3251968503937,1189.69,106.7885870328566,348,1,14,106,176,79.50927345672328,1,10,M,CA,26,126,Marketing executive,0.2086614173228346,0.3464566929133858,0,Loyal
676245600876,0,1035,75467.27,72.91523671497585,2763.63,146.19288229549892,486,1,14,323,363,78.354928229394,1,11,F,FL,58,459921,Historic buildings inspector/conservation officer,0.3120772946859903,0.3507246376811594,0,Loyal
676248282243,0,1027,65173.73,63.46030185004869,1209.91,106.12191372344336,494,1,14,305,333,79.66219132933632,1,9,F,FL,50,156391,Higher education careers adviser,0.296981499513145,0.3242453748782862,0,Loyal
676275912597,2,529,50631.83,95.71234404536862,603.74,88.87055867193425,345,1,14,119,176,73.59472371700143,0,0,M,MI,32,2223,Chief Financial Officer,0.2249527410207939,0.332703213610586,0,Loyal
676281772837,0,1524,114334.38,75.02255905511811,11960.97,335.24987968984414,595,1,14,477,494,78.19400915949775,0,0,F,GA,68,3430,"Editor, commissioning",0.3129921259842519,0.3241469816272966,1,Champions
676292294938,0,523,36642.28,70.06172084130019,917.85,120.85997995092508,360,1,14,128,210,76.81685375734168,1,12,F,PA,91,104,Financial trader,0.2447418738049713,0.401529636711281,0,Loyal
676298633337,1,1528,88274.34,57.77116492146597,1727.69,117.83887556344877,581,1,14,246,487,75.78833078910769,1,11,F,WV,47,255,Chief Executive Officer,0.1609947643979057,0.318717277486911,0,Loyal
676308307625,0,519,36643.34,70.60373795761079,2347.65,166.4386912432247,357,1,14,76,177,76.02396277882642,1,12,M,NV,29,4290,Animal nutritionist,0.1464354527938343,0.3410404624277456,0,Loyal
676309913934,0,1048,59589.16,56.85988549618321,1218.38,103.20786050812704,518,1,14,157,348,77.24911499474248,1,10,M,CO,30,151815,Further education lecturer,0.1498091603053435,0.3320610687022901,0,Loyal
676314217768,0,522,46818.29,89.69021072796934,1161.72,106.9165837284148,344,1,14,86,193,75.23163319725958,0,0,F,MO,46,9512,Clinical research associate,0.1647509578544061,0.3697318007662835,0,Loyal
676326610042,1,504,46610.43,92.4810119047619,1026.44,131.43519886303997,358,1,14,66,200,74.15063225537911,1,15,F,MI,25,15623,Writer,0.1309523809523809,0.3968253968253968,0,Loyal
676327197445,244,8,6197.95,774.74375,1091.61,397.2483992573161,8,1,4,2,8,78.74660546094178,1,8,M,NY,71,7322,Air traffic controller,0.25,1.0,2,Suspicious
676369110710,0,2049,113588.93,55.43627623230844,1909.33,114.53294375002646,640,1,14,308,676,74.0462807456386,0,0,M,MI,44,75830,"Engineer, automotive",0.1503172279160566,0.3299170326988775,1,Champions
676372984911,0,2574,150208.49,58.35605672105672,3436.85,146.25466217511809,653,1,14,387,800,75.10008007450072,1,13,F,KS,31,242,Tourism officer,0.1503496503496503,0.3108003108003108,1,Champions
4006047418382,0,1009,65550.62,64.96592666005947,1055.17,109.7894864605008,499,1,14,244,373,76.15560462409564,1,10,M,KY,50,1565,"Designer, industrial/product",0.2418235877106045,0.3696729435084241,0,Loyal
4026222041577,2,522,47702.77,91.38461685823754,1456.24,134.45954783994762,349,1,14,94,182,75.86976233432026,0,0,F,CT,41,4720,Broadcast presenter,0.1800766283524904,0.3486590038314176,0,Loyal
4066595222529,0,1519,91524.03,60.25281764318631,1639.0,94.24904016642716,586,1,14,347,535,75.91341401935142,0,0,F,KY,87,571,Quarry manager,0.228439763001975,0.3522053982883475,0,Loyal
4076173495454,455,12,7807.280000000001,650.6066666666667,1154.81,439.5694431710386,12,1,5,5,5,58.88932680746553,1,12,M,AK,22,239,Careers information officer,0.4166666666666667,0.4166666666666667,2,Suspicious
4079773899158,0,2038,126847.04,62.24094210009813,1093.55,93.69011518381843,610,1,14,523,731,73.44556723185586,1,11,M,ID,53,129,Cartographer,0.2566241413150147,0.3586849852796859,0,Loyal
4103158249977,0,506,46891.42,92.670790513834,576.42,85.98021972481988,346,1,14,113,166,77.0312095850042,0,0,M,TX,36,1571,Petroleum engineer,0.2233201581027667,0.3280632411067193,0,Loyal
4149635823017,0,2016,127738.45,63.36232638888889,4080.93,170.13553838143898,639,1,14,296,650,78.98627231874679,1,7,M,AL,41,3996,Aid worker,0.1468253968253968,0.3224206349206349,1,Champions
4158008602445,1,526,28981.76,55.09840304182509,1121.62,113.36966098613658,363,1,14,69,174,73.82126888586325,1,10,F,MN,39,1201,Barrister,0.1311787072243346,0.3307984790874524,0,Loyal
4169388510116,0,1535,97643.75,63.61156351791531,5451.54,169.1658931839375,573,1,14,372,531,74.30485298435396,0,0,F,NY,56,207,Database administrator,0.2423452768729641,0.3459283387622149,1,Champions
4186530744674,0,1581,106809.54,67.55821631878557,1738.19,114.75554453434236,585,1,14,447,568,77.80589476179273,1,9,F,SC,52,4913,Technical brewer,0.2827324478178368,0.3592662871600253,0,Loyal
4189814094741,0,502,31188.93,62.12934262948208,1434.29,146.76060492601428,349,1,14,53,208,79.96411053026756,1,12,M,AL,20,4159,Educational psychologist,0.1055776892430278,0.4143426294820717,0,Loyal
4195740185974,0,1023,63451.69,62.02511241446726,994.77,84.6686200068078,520,1,14,310,354,72.87513175848973,0,0,M,OR,55,841711,"Engineer, building services",0.303030303030303,0.3460410557184751,0,Loyal
4198470814557,0,2028,117961.01,58.16617850098619,3373.42,146.45588046939844,626,1,14,307,686,75.96932669061312,1,12,F,IA,47,2036,Engineering geologist,0.1513806706114398,0.3382642998027613,1,Champions
4220345354880,0,1557,111345.77,71.51301862556198,4682.99,170.84521878029008,584,1,14,463,528,74.55133149536925,1,12,M,MI,58,24840,Agricultural consultant,0.2973667308927424,0.3391136801541425,1,Champions
4239436242473,0,1049,63456.94,60.49279313632031,3445.61,152.924968069574,514,1,14,142,356,76.03732028649607,1,12,M,VA,27,321490,"Scientist, biomedical",0.1353670162059103,0.3393708293612965,0,Loyal
4247921790666,0,1549,110189.95,71.13618463524854,1536.63,122.07980946458363,586,1,14,451,537,75.20397238215685,1,8,F,OH,79,22305,Television floor manager,0.2911555842479019,0.3466752743705616,0,Loyal
4259996134423,0,1026,70914.95,69.11788499025342,2967.92,146.98356970501726,490,1,14,293,345,75.99211195427269,1,13,F,KS,50,215,Probation officer,0.2855750487329435,0.3362573099415205,0,Loyal
4260128500325,0,1466,108067.99,73.7162278308322,1256.8,91.559270758729,580,1,14,154,639,76.10818676365258,1,18,F,KY,21,230,"Conservation officer, historic buildings",0.1050477489768076,0.4358799454297408,0,Loyal
4279161831637,0,1006,60683.46,60.32153081510934,4571.4,179.34848491813474,523,1,14,160,355,76.01345768829954,1,13,F,PA,31,2303,Physiotherapist,0.1590457256461232,0.352882703777336,1,Champions
4294930380592,0,2075,125069.65,60.27453012048193,1122.27,91.86988219430674,623,1,14,534,746,76.9139929153339,1,15,F,VA,78,1363,Equality and diversity officer,0.2573493975903614,0.3595180722891566,0,Loyal
4306630852918,0,1030,74507.14,72.3370291262136,2185.23,141.50276687659127,505,1,14,302,338,76.05627928983515,1,8,F,MO,58,927396,Occupational hygienist,0.2932038834951456,0.3281553398058252,0,Loyal
4383521454815,0,1041,72478.21,69.62364073006725,8059.02,275.68426299235165,520,1,14,173,346,75.77485271528938,1,11,M,IN,31,910148,Academic librarian,0.1661863592699327,0.3323727185398655,1,Champions
4393520897625,0,1036,103573.23,99.97416023166022,1020.45,100.98541086180204,511,1,14,245,335,75.22478198706753,1,10,M,KS,36,1442,Air broker,0.2364864864864864,0.3233590733590734,0,Loyal
4396682467723,0,524,38256.73,73.00902671755726,1482.96,137.61966453573606,370,1,14,158,182,75.62784264112916,1,8,M,NV,58,214518,Catering manager,0.3015267175572519,0.3473282442748092,0,Loyal
4427805710168,1,1538,66059.67,42.95167100130039,3440.42,117.22211149644971,601,1,14,151,646,77.32972094460008,0,0,F,NM,18,8874,Licensed conveyancer,0.0981794538361508,0.4200260078023407,1,Champions
4440581794652,2,523,37687.01,72.05929254302103,3944.28,200.38799670500447,338,1,14,159,184,77.7810053854683,1,7,F,CA,58,1241364,"Pharmacist, hospital",0.3040152963671128,0.3518164435946462,0,Loyal
4457486401506,213,10,6263.21,626.321,1100.75,433.51956112344766,10,1,6,1,0,68.84735706896825,1,10,M,NY,55,23045,Armed forces training and education officer,0.1,0.0,3,Dormant
4464457352619,0,2572,162263.25,63.08835536547434,8981.87,231.89623144425727,658,1,14,395,870,81.01466249590486,1,8,F,FL,28,217,Television production assistant,0.1535769828926905,0.338258164852255,1,Champions
4471568287204,0,1050,67651.48,64.42998095238094,2099.47,101.20797136621438,515,1,14,318,372,78.21691629144907,0,0,M,NC,91,3402,Insurance underwriter,0.3028571428571429,0.3542857142857142,0,Loyal
4476840372112,0,2109,111276.82,52.762835467046,2041.13,89.96548448012597,649,1,14,318,710,78.17346817492641,0,0,M,AL,39,3395,"Editor, commissioning",0.1507823613086771,0.3366524419155998,1,Champions
4481131401752,0,1024,54942.32,53.654609375,1892.71,109.19361134783736,519,1,14,157,320,75.70947248868289,0,0,M,MA,43,35299,English as a second language teacher,0.1533203125,0.3125,0,Loyal
4500002361389,0,2015,120455.39,59.77934987593052,1202.47,89.18607011694051,614,1,14,533,701,77.62882387882854,1,13,M,MD,53,470,Music tutor,0.2645161290322581,0.3478908188585607,0,Loyal
4505383113689,0,1008,72668.28,72.09154761904762,5356.03,219.12552586539357,506,1,14,287,319,76.86469366666387,0,0,F,MD,85,3289,Quantity surveyor,0.2847222222222222,0.3164682539682539,0,Loyal
4538566639857,0,1569,108255.85,68.99671765455705,2338.86,125.12773089130803,591,1,14,460,535,74.31705067938829,1,12,M,NJ,51,13835,"Programmer, multimedia",0.2931803696622052,0.3409815168897387,0,Loyal
4561546772499,0,2554,161994.27,63.427670321064994,5695.02,178.98655071549467,663,1,14,380,844,77.7996967539537,1,8,M,NM,30,7268,"Therapist, art",0.148786217697729,0.3304620203602192,1,Champions
4561892980175,0,1019,69151.67,67.86228655544652,1432.8,114.14819204406012,505,1,14,312,355,76.784102772057,1,11,F,IN,50,78968,Financial adviser,0.3061825318940137,0.3483807654563297,0,Loyal
4562827002127,0,1069,70766.39,66.19868101028999,3144.69,159.86109658965387,524,1,14,150,350,75.18807603767156,1,11,M,OH,47,22930,Media planner,0.1403180542563143,0.3274087932647334,0,Loyal
4585132874641,0,1535,92072.04,59.98178501628664,3234.47,162.1856463981752,577,1,14,232,522,75.81217089053342,1,12,F,MO,46,271,Land/geomatics surveyor,0.1511400651465798,0.3400651465798046,1,Champions
4586260469584,0,2037,126776.07,62.23665684830634,2895.8,107.24175394253164,620,1,14,527,709,75.43528345902573,0,0,F,MO,65,1631,Architect,0.258713794796269,0.3480608738340697,1,Champions
4593569795412,481,19,8431.93,443.78578947368425,1165.94,416.167228064176,18,1,7,9,0,84.28085248703142,1,19,F,NE,22,121,Set designer,0.4736842105263157,0.0,3,Dormant
4598025465633,230,9,4404.16,489.3511111111111,1106.38,403.44540319739815,9,1,5,3,9,57.08093404364042,1,9,M,PA,49,28425,Lawyer,0.3333333333333333,1.0,2,Suspicious
4600155880464,0,535,39743.77,74.28742056074766,1659.29,136.3407084635592,363,1,14,161,185,81.81343131353857,1,7,M,FL,49,459921,"Administrator, arts",0.3009345794392523,0.3457943925233644,0,Loyal
4601636330889,0,1005,69600.68,69.254407960199,3069.47,188.22317829476583,510,1,14,169,328,79.76197796828195,1,12,M,TX,28,194500,Tax adviser,0.1681592039800995,0.3263681592039801,0,Loyal
4605902936394,2,516,32135.52,62.27813953488372,1031.92,85.36319045290504,349,1,14,147,169,78.75938042379303,1,8,M,TX,59,1263321,Drilling engineer,0.2848837209302325,0.3275193798449612,0,Loyal
4613314721966,0,1513,151777.39,100.31552544613352,1254.27,107.68259974435608,574,1,14,339,502,76.87374205745259,1,8,M,NC,30,885,Soil scientist,0.224058162590879,0.3317911434236616,0,Loyal
4623560839669,0,2069,138003.86,66.70075398743353,6934.27,181.69833311795992,619,1,14,483,729,74.39340163050335,0,0,M,IA,64,695,Administrator,0.2334461092315128,0.3523441275978733,1,Champions
4629125581019,173,12,8511.91,709.3258333333333,1197.23,435.1320419546302,12,1,6,2,6,87.2928716702937,1,12,F,TN,62,4870,Dancer,0.1666666666666666,0.5,2,Suspicious
4640395708703,0,2038,123886.06,60.7880569185476,1946.21,99.91500749527688,624,1,14,523,684,79.0569454342298,1,5,F,LA,67,1178,Community education officer,0.2566241413150147,0.3356231599607458,1,Champions
4642894980163,0,2021,120462.62,59.60545274616526,2228.69,134.37596689868246,648,1,14,289,681,74.63549808532474,1,10,M,IA,28,7297,IT trainer,0.1429985155863433,0.3369619000494804,1,Champions
4658117080136,0,1004,72836.85,72.54666334661356,6684.7,254.99780826052057,520,1,14,158,326,78.34133302704501,1,8,M,NM,29,5662,IT consultant,0.1573705179282868,0.3247011952191235,1,Champions
4681699462969,0,2576,156983.7,60.94087732919255,4051.62,161.6188274022567,658,1,14,391,848,76.91025082874694,1,7,M,TN,40,158701,"Journalist, newspaper",0.1517857142857142,0.3291925465838509,1,Champions
4683638447911,0,2051,197587.1,96.33695758166748,909.75,93.37284190895016,625,1,14,472,673,78.98897604993638,1,9,M,LA,46,1261,Broadcast presenter,0.2301316431009263,0.3281326182350073,1,Champions
4687263141103,0,521,35152.98,67.47213051823417,3438.31,187.30863238010687,364,1,14,83,174,71.2795682244067,1,12,F,MN,41,399,Economist,0.1593090211132437,0.3339731285988483,0,Loyal
4745996322265,0,2922,230041.75,78.72749828884326,9931.82,200.8718668478292,663,1,14,305,1242,75.33678477278,1,10,F,IN,20,1423,"Psychologist, forensic",0.1043805612594113,0.4250513347022587,1,Champions
4748866581408,22,10,7131.84,713.184,1002.39,339.3932973606482,10,1,6,0,0,85.08506045461114,1,10,M,MS,86,31702,Television production assistant,0.0,0.0,3,Dormant
4755696071492,0,2591,159036.96,61.380532612890775,6136.65,180.54969376243344,659,1,14,388,885,78.59847677823448,0,0,M,TX,33,20328,Site engineer,0.1497491316094172,0.3415669625627171,1,Champions
4760122961662,0,506,34279.95,67.74693675889327,1148.19,117.6179674776276,344,1,14,137,185,74.2244887440541,1,11,M,OH,85,1202,Curator,0.2707509881422925,0.3656126482213438,0,Loyal
4783226709001,0,1560,96649.63,61.95489102564103,2838.23,107.10252971363148,568,1,14,416,568,75.28074965305005,1,14,F,KS,57,320,Film/video editor,0.2666666666666666,0.3641025641025641,0,Loyal
