cc_num,recency,frequency,monetary,avg_txn_amt,max_txn_amt,std_txn_amt,unique_merchants,unique_states,unique_categories,night_txn_count,weekend_txn_count,avg_distance_km,fraud_flag,fraud_txn_count,gender,state,customer_age,city_pop,job,night_txn_pct,weekend_txn_pct
503874407318,0,2565,156604.7,61.05446393762184,3433.99,131.8054502301393,660,1,14,364,841,79.7084781928191,1,9,M,TX,43,1595797,Exhibition designer,0.1419103313840156,0.3278752436647174
503886119844,5,9,6319.63,702.1811111111111,1108.11,389.2235310025732,9,1,5,2,5,59.484520213364185,1,9,M,ME,70,7879,"Nurse, children's",0.2222222222222222,0.5555555555555556
560881134780,0,512,36423.63,71.13990234375,1191.14,118.53215336688542,353,1,14,141,180,74.70685815047887,1,9,F,IN,65,136,Soil scientist,0.275390625,0.3515625
561942763351,0,1563,139910.23,89.51390275111964,1715.42,129.2899152303741,587,1,14,241,564,76.78357919876372,1,10,F,DC,32,601723,Prison officer,0.15419065898912349,0.36084452975047987
565399283797,0,521,53662.05,102.99817658349329,1066.55,125.1944981923339,356,1,14,116,172,75.64372812990688,1,11,M,OR,25,641,Economist,0.22264875239923224,0.33013435700575816
567868110212,0,2558,213039.8,83.28373729476152,2713.44,114.86055394652433,655,1,14,414,914,79.16130818290192,1,3,F,TX,34,2906700,"Copywriter, advertising",0.16184519155590305,0.35731039874902265
568279015842,0,1070,97101.83,90.7493738317757,834.38,82.74900711072902,500,1,14,228,364,73.19039971701349,1,9,M,ND,27,291,Television floor manager,0.2130841121495327,0.3401869158878505
570273151375,0,509,29003.12,56.98058939096267,852.84,72.37512205561607,348,1,14,108,160,78.48837706168231,0,0,M,GA,53,112,"Lecturer, higher education",0.21218074656188604,0.3143418467583497
571314334723,0,510,32200.93,63.139078431372546,2045.93,139.36710934761956,350,1,14,87,164,76.08310554764623,1,14,F,PA,47,2379,"Sales professional, IT",0.17058823529411765,0.3215686274509804
571365235126,0,3123,191918.03,61.45309958373359,3413.05,143.16261021625758,669,1,14,470,1060,73.51058122317949,1,10,F,MI,23,372,"Exhibitions officer, museum/gallery",0.15049631764329172,0.3394172270252962
571465035400,0,2009,184945.6,92.05853658536586,1195.5,90.28134443690702,627,1,14,448,649,74.31905341958996,1,12,M,WY,42,1645,Freight forwarder,0.2229965156794425,0.3230462916874067
571844099986,0,1542,99329.33,64.41590791180286,1969.49,107.4778897325494,590,1,14,490,553,76.76092264615906,0,0,F,KY,66,736284,Engineering geologist,0.31776913099870296,0.35862516212710766
573283817795,0,533,32073.66,60.175722326454036,1392.24,101.15246857199513,357,1,14,162,191,74.01392960126731,0,0,F,NH,68,5457,"Surveyor, hydrographic",0.30393996247654786,0.35834896810506567
573860193545,0,2092,123801.12,59.17835564053537,4399.61,150.55688872478905,637,1,14,306,691,75.55227695879945,1,11,M,IL,32,27020,Trade mark attorney,0.1462715105162524,0.3303059273422562
577588686219,0,1494,104313.8,69.82182061579653,769.26,67.49926143649888,569,1,14,139,665,76.42946844733777,0,0,M,PA,21,972,Public relations account executive,0.09303882195448461,0.44511378848728245
577891228931,498,12,8789.74,732.4783333333334,1140.72,405.85171888787465,12,1,5,1,0,77.25399844933436,1,12,F,OR,57,16955,"Engineer, site",0.08333333333333333,0.0
580954173374,0,1034,65300.62,63.15340425531915,2405.26,121.08320040431707,507,1,14,319,391,74.37966943217003,1,10,F,NY,58,3487,Race relations officer,0.30851063829787234,0.3781431334622824
581293083266,0,1559,155847.0,99.96600384862091,1111.45,108.50713563020932,587,1,14,353,512,77.85038535873575,1,11,M,OK,29,1078,Podiatrist,0.22642719692110327,0.32841565105837073
581508178315,1,503,48899.14,97.21499005964215,582.96,90.62707746183156,348,1,14,117,177,76.61260631250643,0,0,M,TX,40,407,Clothing/textile technologist,0.23260437375745527,0.3518886679920477
581686439828,0,2552,144016.04,56.432617554858936,3373.11,115.41634253260834,655,1,14,381,865,74.66930929864378,1,10,M,PA,45,5507,Retail merchandiser,0.14929467084639497,0.33894984326018807
583699482621,0,1505,100972.57,67.09140863787376,6423.02,197.2201161200417,586,1,14,461,535,72.96241266860655,0,0,F,WI,82,15426,"Engineer, civil (contracting)",0.306312292358804,0.3554817275747508
584673555952,0,2036,125572.94,61.67629666011788,2455.56,123.20520164933377,613,1,14,533,715,70.76511869502511,1,6,F,ND,88,307,Make,0.26178781925343814,0.3511787819253438
630412733309,0,516,30268.27,58.65943798449612,1022.06,101.88301552801418,347,1,14,126,183,72.81716811855021,1,8,F,MI,54,1038,Armed forces training and education officer,0.2441860465116279,0.3546511627906977
630423337322,0,3030,163466.44,53.9493201320132,3026.86,118.33762066020718,665,1,14,430,1004,71.79254579359241,0,0,F,WA,40,149,Special educational needs teacher,0.1419141914191419,0.33135313531353133
630424987505,0,3099,179584.45,57.94916101968377,4772.77,154.7036833159128,657,1,14,473,1036,76.2312517766442,1,14,F,WV,37,836,Forensic psychologist,0.1526298806066473,0.33430138754436917
630425673344,0,1562,111329.77,71.27386043533932,11371.95,320.6578479373799,589,1,14,380,534,77.18953979027484,1,15,M,WV,48,365,Special effects artist,0.24327784891165172,0.3418693982074264
630441765090,0,2023,138146.56,68.28796836381612,12518.62,298.31508186865386,614,1,14,478,716,78.63249307282332,1,4,F,TX,53,1791,Corporate investment banker,0.23628274839347504,0.35392980721700446
630451534402,0,3074,190975.99,62.12621665582303,14630.68,292.90862020944917,666,1,14,476,1008,72.83976536409651,1,10,F,MI,46,765,Immunologist,0.15484710474951205,0.3279115159401431
630469040731,0,2047,124645.52,60.891802638006844,1433.54,92.12072665845753,610,1,14,540,726,72.92733940332037,0,0,F,OR,82,1288,Barrister,0.26380068392769906,0.35466536394723985
630471368021,0,529,53668.33,101.45241965973536,1174.68,112.07434739722088,348,1,14,134,173,79.82806921164975,1,10,M,KY,44,1480,"Designer, interior/spatial",0.2533081285444234,0.3270321361058601
630484879808,0,2003,188061.88,93.8901048427359,820.01,87.65313670522421,610,1,14,442,677,77.58874707508092,1,8,M,CA,45,123,Early years teacher,0.22066899650524213,0.3379930104842736
639023984367,0,2562,156000.51,60.89012880562061,10881.08,239.73086994948846,647,1,14,416,865,74.0753266533587,1,14,F,NY,27,69,Chief Executive Officer,0.16237314597970337,0.33762685402029663
639030014711,0,1033,94721.85,91.69588576960311,1062.26,88.29629203113902,504,1,14,211,342,76.53105506484395,1,8,M,IL,36,639,Mechanical engineer,0.2042594385285576,0.33107454017424975
639046421587,0,1003,91754.31,91.4798703888335,601.51,80.86728012918554,504,1,14,233,347,76.06316789983741,0,0,M,PA,32,1140,"Administrator, education",0.23230309072781655,0.3459621136590229
639077309909,1,505,32840.17,65.03003960396039,1080.21,102.9123395080216,347,1,14,153,178,75.63601067234667,1,7,M,CO,51,92337,"Engineer, electronics",0.30297029702970296,0.35247524752475246
639095706599,0,538,35815.45,66.57146840148698,1213.1,109.40706021818939,354,1,14,120,192,72.9632682927954,1,6,M,IA,79,223,Estate manager/land agent,0.22304832713754646,0.35687732342007433
675909898057,0,1017,98422.99,96.77776794493609,27390.12,867.2878544922877,516,1,14,308,358,74.42627040397977,1,11,M,NY,54,7987,Television/film/video producer,0.3028515240904621,0.352015732546706
675945690716,0,1570,95650.37,60.9238025477707,3404.22,197.600131662118,593,1,14,162,689,74.34674552704969,1,15,F,PA,18,28425,Podiatrist,0.10318471337579618,0.4388535031847134
675961917837,0,540,47073.26,87.1727037037037,14407.25,623.2522115139703,353,1,14,124,192,75.77509695196585,0,0,M,NE,51,142,Chiropodist,0.22962962962962963,0.35555555555555557
675990301623,0,2042,112762.0,55.221351616062684,1856.16,103.16354375624958,634,1,14,317,666,75.68115479318651,1,15,F,NJ,24,2456,Senior tax professional/tax inspector,0.15523996082272282,0.32615083251714005
676102124465,0,2091,187586.22,89.71124820659972,2399.45,138.18070109062165,640,1,14,280,697,77.38580070703848,1,6,F,CA,33,94014,Airline pilot,0.13390722142515543,0.3333333333333333
676118385837,0,1029,72423.1,70.38202137998057,1148.75,112.68214387404117,507,1,14,272,363,72.8847516286318,1,13,F,OR,81,1252,"Engineer, petroleum",0.26433430515063167,0.35276967930029157
676148621961,0,1034,67262.78,65.05104448742746,1230.42,106.68813620294813,500,1,14,268,355,74.21727256419858,1,14,F,IL,56,91,Materials engineer,0.25918762088974856,0.34332688588007737
676173792455,1,1538,107049.69,69.60317945383615,3333.99,144.09979022258912,583,1,14,443,522,78.90881080952022,0,0,F,CA,57,92043,"Civil engineer, contracting",0.288036410923277,0.33940182054616386
676179782773,265,11,8247.53,749.7754545454546,1017.68,300.3589986454088,11,1,4,3,11,65.27439682538773,1,11,F,NY,61,151022,Sales executive,0.2727272727272727,1.0
676195318214,0,2051,121176.89,59.08185763042418,3599.47,144.05691415416572,626,1,14,283,668,79.45864540856537,1,8,F,TX,35,106,"Editor, film/video",0.1379814724524622,0.32569478303266697
676234256292,2,508,49441.2,97.3251968503937,1189.69,106.78858703285661,348,1,14,106,176,79.50927345672328,1,10,M,CA,26,126,Marketing executive,0.20866141732283464,0.3464566929133858
676245600876,0,1035,75467.27,72.91523671497585,2763.63,146.19288229549892,486,1,14,323,363,78.354928229394,1,11,F,FL,58,459921,Historic buildings inspector/conservation officer,0.3120772946859903,0.3507246376811594
676248282243,0,1027,65173.73,63.46030185004869,1209.91,106.12191372344337,494,1,14,305,333,79.66219132933632,1,9,F,FL,50,156391,Higher education careers adviser,0.29698149951314506,0.32424537487828625
676275912597,2,529,50631.83,95.71234404536862,603.74,88.87055867193425,345,1,14,119,176,73.59472371700143,0,0,M,MI,32,2223,Chief Financial Officer,0.22495274102079396,0.332703213610586
676281772837,0,1524,114334.38,75.02255905511811,11960.97,335.24987968984414,595,1,14,477,494,78.19400915949775,0,0,F,GA,68,3430,"Editor, commissioning",0.31299212598425197,0.3241469816272966
676292294938,0,523,36642.28,70.06172084130019,917.85,120.85997995092507,360,1,14,128,210,76.81685375734168,1,12,F,PA,91,104,Financial trader,0.2447418738049713,0.40152963671128106
676298633337,1,1528,88274.34,57.77116492146597,1727.69,117.83887556344875,581,1,14,246,487,75.78833078910769,1,11,F,WV,47,255,Chief Executive Officer,0.16099476439790575,0.318717277486911
676308307625,0,519,36643.34,70.60373795761079,2347.65,166.4386912432247,357,1,14,76,177,76.02396277882642,1,12,M,NV,29,4290,Animal nutritionist,0.1464354527938343,0.34104046242774566
676309913934,0,1048,59589.16,56.85988549618321,1218.38,103.20786050812704,518,1,14,157,348,77.24911499474248,1,10,M,CO,30,151815,Further education lecturer,0.14980916030534353,0.3320610687022901
676314217768,0,522,46818.29,89.69021072796934,1161.72,106.9165837284148,344,1,14,86,193,75.23163319725958,0,0,F,MO,46,9512,Clinical research associate,0.16475095785440613,0.36973180076628354
676326610042,1,504,46610.43,92.4810119047619,1026.44,131.43519886303997,358,1,14,66,200,74.15063225537911,1,15,F,MI,25,15623,Writer,0.13095238095238096,0.3968253968253968
676327197445,244,8,6197.95,774.74375,1091.61,397.2483992573161,8,1,4,2,8,78.74660546094178,1,8,M,NY,71,7322,Air traffic controller,0.25,1.0
676369110710,0,2049,113588.93,55.43627623230844,1909.33,114.53294375002646,640,1,14,308,676,74.0462807456386,0,0,M,MI,44,75830,"Engineer, automotive",0.15031722791605662,0.3299170326988775
676372984911,0,2574,150208.49,58.35605672105672,3436.85,146.25466217511809,653,1,14,387,800,75.10008007450072,1,13,F,KS,31,242,Tourism officer,0.15034965034965034,0.3108003108003108
4006047418382,0,1009,65550.62,64.96592666005947,1055.17,109.78948646050081,499,1,14,244,373,76.15560462409564,1,10,M,KY,50,1565,"Designer, industrial/product",0.24182358771060455,0.36967294350842417
4026222041577,2,522,47702.77,91.38461685823754,1456.24,134.45954783994762,349,1,14,94,182,75.86976233432026,0,0,F,CT,41,4720,Broadcast presenter,0.18007662835249041,0.3486590038314176
4066595222529,0,1519,91524.03,60.252817643186305,1639.0,94.24904016642715,586,1,14,347,535,75.91341401935142,0,0,F,KY,87,571,Quarry manager,0.228439763001975,0.35220539828834757
4076173495454,455,12,7807.280000000001,650.6066666666667,1154.81,439.56944317103864,12,1,5,5,5,58.88932680746553,1,12,M,AK,22,239,Careers information officer,0.4166666666666667,0.4166666666666667
4079773899158,0,2038,126847.04,62.24094210009813,1093.55,93.69011518381845,610,1,14,523,731,73.44556723185586,1,11,M,ID,53,129,Cartographer,0.2566241413150147,0.35868498527968595
4103158249977,0,506,46891.42,92.67079051383399,576.42,85.98021972481988,346,1,14,113,166,77.0312095850042,0,0,M,TX,36,1571,Petroleum engineer,0.22332015810276679,0.32806324110671936
4149635823017,0,2016,127738.45,63.36232638888889,4080.93,170.13553838143898,639,1,14,296,650,78.98627231874679,1,7,M,AL,41,3996,Aid worker,0.14682539682539683,0.32242063492063494
4158008602445,1,526,28981.76,55.098403041825094,1121.62,113.36966098613658,363,1,14,69,174,73.82126888586325,1,10,F,MN,39,1201,Barrister,0.1311787072243346,0.33079847908745247
4169388510116,0,1535,97643.75,63.61156351791531,5451.54,169.1658931839375,573,1,14,372,531,74.30485298435396,0,0,F,NY,56,207,Database administrator,0.24234527687296417,0.34592833876221496
4186530744674,0,1581,106809.54,67.55821631878557,1738.19,114.75554453434235,585,1,14,447,568,77.80589476179273,1,9,F,SC,52,4913,Technical brewer,0.2827324478178368,0.3592662871600253
4189814094741,0,502,31188.93,62.129342629482075,1434.29,146.76060492601428,349,1,14,53,208,79.96411053026756,1,12,M,AL,20,4159,Educational psychologist,0.10557768924302789,0.41434262948207173
4195740185974,0,1023,63451.69,62.02511241446726,994.77,84.6686200068078,520,1,14,310,354,72.87513175848973,0,0,M,OR,55,841711,"Engineer, building services",0.30303030303030304,0.3460410557184751
4198470814557,0,2028,117961.01,58.16617850098619,3373.42,146.45588046939844,626,1,14,307,686,75.96932669061312,1,12,F,IA,47,2036,Engineering geologist,0.15138067061143984,0.33826429980276135
4220345354880,0,1557,111345.77,71.51301862556198,4682.99,170.84521878029008,584,1,14,463,528,74.55133149536925,1,12,M,MI,58,24840,Agricultural consultant,0.29736673089274246,0.33911368015414256
4239436242473,0,1049,63456.94,60.49279313632031,3445.61,152.924968069574,514,1,14,142,356,76.03732028649607,1,12,M,VA,27,321490,"Scientist, biomedical",0.13536701620591038,0.3393708293612965
4247921790666,0,1549,110189.95,71.13618463524854,1536.63,122.07980946458363,586,1,14,451,537,75.20397238215685,1,8,F,OH,79,22305,Television floor manager,0.2911555842479019,0.34667527437056167
4259996134423,0,1026,70914.95,69.11788499025342,2967.92,146.98356970501726,490,1,14,293,345,75.99211195427269,1,13,F,KS,50,215,Probation officer,0.2855750487329435,0.3362573099415205
4260128500325,0,1466,108067.99,73.7162278308322,1256.8,91.559270758729,580,1,14,154,639,76.10818676365258,1,18,F,KY,21,230,"Conservation officer, historic buildings",0.10504774897680765,0.4358799454297408
4279161831637,0,1006,60683.46,60.32153081510934,4571.4,179.34848491813474,523,1,14,160,355,76.01345768829954,1,13,F,PA,31,2303,Physiotherapist,0.15904572564612326,0.352882703777336
4294930380592,0,2075,125069.65,60.27453012048193,1122.27,91.86988219430674,623,1,14,534,746,76.9139929153339,1,15,F,VA,78,1363,Equality and diversity officer,0.25734939759036146,0.3595180722891566
4306630852918,0,1030,74507.14,72.3370291262136,2185.23,141.50276687659127,505,1,14,302,338,76.05627928983515,1,8,F,MO,58,927396,Occupational hygienist,0.29320388349514565,0.32815533980582523
4383521454815,0,1041,72478.21,69.62364073006725,8059.02,275.68426299235165,520,1,14,173,346,75.77485271528938,1,11,M,IN,31,910148,Academic librarian,0.16618635926993275,0.3323727185398655
4393520897625,0,1036,103573.23,99.97416023166022,1020.45,100.98541086180205,511,1,14,245,335,75.22478198706753,1,10,M,KS,36,1442,Air broker,0.23648648648648649,0.3233590733590734
4396682467723,0,524,38256.73,73.00902671755726,1482.96,137.61966453573606,370,1,14,158,182,75.62784264112916,1,8,M,NV,58,214518,Catering manager,0.3015267175572519,0.3473282442748092
4427805710168,1,1538,66059.67,42.95167100130039,3440.42,117.22211149644971,601,1,14,151,646,77.32972094460008,0,0,F,NM,18,8874,Licensed conveyancer,0.09817945383615084,0.42002600780234073
4440581794652,2,523,37687.01,72.05929254302103,3944.28,200.38799670500447,338,1,14,159,184,77.7810053854683,1,7,F,CA,58,1241364,"Pharmacist, hospital",0.30401529636711283,0.35181644359464626
4457486401506,213,10,6263.21,626.321,1100.75,433.51956112344766,10,1,6,1,0,68.84735706896825,1,10,M,NY,55,23045,Armed forces training and education officer,0.1,0.0
4464457352619,0,2572,162263.25,63.08835536547434,8981.87,231.89623144425732,658,1,14,395,870,81.01466249590486,1,8,F,FL,28,217,Television production assistant,0.1535769828926905,0.33825816485225507
4471568287204,0,1050,67651.48,64.42998095238094,2099.47,101.20797136621438,515,1,14,318,372,78.21691629144907,0,0,M,NC,91,3402,Insurance underwriter,0.3028571428571429,0.35428571428571426
4476840372112,0,2109,111276.82,52.762835467045996,2041.13,89.96548448012597,649,1,14,318,710,78.17346817492641,0,0,M,AL,39,3395,"Editor, commissioning",0.1507823613086771,0.3366524419155998
4481131401752,0,1024,54942.32,53.654609375,1892.71,109.19361134783736,519,1,14,157,320,75.70947248868289,0,0,M,MA,43,35299,English as a second language teacher,0.1533203125,0.3125
4500002361389,0,2015,120455.39,59.77934987593052,1202.47,89.18607011694051,614,1,14,533,701,77.62882387882854,1,13,M,MD,53,470,Music tutor,0.2645161290322581,0.34789081885856077
4505383113689,0,1008,72668.28,72.09154761904762,5356.03,219.12552586539354,506,1,14,287,319,76.86469366666387,0,0,F,MD,85,3289,Quantity surveyor,0.2847222222222222,0.31646825396825395
4538566639857,0,1569,108255.85,68.99671765455705,2338.86,125.12773089130805,591,1,14,460,535,74.31705067938829,1,12,M,NJ,51,13835,"Programmer, multimedia",0.29318036966220523,0.3409815168897387
4561546772499,0,2554,161994.27,63.427670321064994,5695.02,178.98655071549467,663,1,14,380,844,77.7996967539537,1,8,M,NM,30,7268,"Therapist, art",0.14878621769772904,0.33046202036021927
4561892980175,0,1019,69151.67,67.86228655544652,1432.8,114.14819204406011,505,1,14,312,355,76.784102772057,1,11,F,IN,50,78968,Financial adviser,0.30618253189401373,0.34838076545632973
4562827002127,0,1069,70766.39,66.19868101028999,3144.69,159.86109658965387,524,1,14,150,350,75.18807603767156,1,11,M,OH,47,22930,Media planner,0.1403180542563143,0.3274087932647334
4585132874641,0,1535,92072.04,59.98178501628664,3234.47,162.1856463981752,577,1,14,232,522,75.81217089053342,1,12,F,MO,46,271,Land/geomatics surveyor,0.1511400651465798,0.3400651465798046
4586260469584,0,2037,126776.07,62.23665684830634,2895.8,107.24175394253164,620,1,14,527,709,75.43528345902573,0,0,F,MO,65,1631,Architect,0.25871379479626905,0.3480608738340697
4593569795412,481,19,8431.93,443.78578947368425,1165.94,416.167228064176,18,1,7,9,0,84.28085248703142,1,19,F,NE,22,121,Set designer,0.47368421052631576,0.0
4598025465633,230,9,4404.16,489.3511111111111,1106.38,403.44540319739815,9,1,5,3,9,57.08093404364042,1,9,M,PA,49,28425,Lawyer,0.3333333333333333,1.0
4600155880464,0,535,39743.77,74.28742056074766,1659.29,136.3407084635592,363,1,14,161,185,81.81343131353857,1,7,M,FL,49,459921,"Administrator, arts",0.30093457943925234,0.34579439252336447
4601636330889,0,1005,69600.68,69.254407960199,3069.47,188.22317829476586,510,1,14,169,328,79.76197796828195,1,12,M,TX,28,194500,Tax adviser,0.1681592039800995,0.3263681592039801
4605902936394,2,516,32135.52,62.27813953488372,1031.92,85.36319045290504,349,1,14,147,169,78.75938042379303,1,8,M,TX,59,1263321,Drilling engineer,0.28488372093023256,0.32751937984496127
4613314721966,0,1513,151777.39,100.31552544613352,1254.27,107.68259974435608,574,1,14,339,502,76.87374205745259,1,8,M,NC,30,885,Soil scientist,0.22405816259087905,0.3317911434236616
4623560839669,0,2069,138003.86,66.70075398743353,6934.27,181.69833311795992,619,1,14,483,729,74.39340163050335,0,0,M,IA,64,695,Administrator,0.23344610923151282,0.35234412759787337
4629125581019,173,12,8511.91,709.3258333333333,1197.23,435.1320419546302,12,1,6,2,6,87.2928716702937,1,12,F,TN,62,4870,Dancer,0.16666666666666666,0.5
4640395708703,0,2038,123886.06,60.788056918547596,1946.21,99.91500749527688,624,1,14,523,684,79.0569454342298,1,5,F,LA,67,1178,Community education officer,0.2566241413150147,0.3356231599607458
4642894980163,0,2021,120462.62,59.60545274616526,2228.69,134.37596689868246,648,1,14,289,681,74.63549808532474,1,10,M,IA,28,7297,IT trainer,0.14299851558634338,0.33696190004948046
4658117080136,0,1004,72836.85,72.54666334661356,6684.7,254.99780826052057,520,1,14,158,326,78.34133302704501,1,8,M,NM,29,5662,IT consultant,0.15737051792828685,0.3247011952191235
4681699462969,0,2576,156983.7,60.94087732919255,4051.62,161.6188274022567,658,1,14,391,848,76.91025082874694,1,7,M,TN,40,158701,"Journalist, newspaper",0.15178571428571427,0.32919254658385094
4683638447911,0,2051,197587.1,96.33695758166748,909.75,93.37284190895016,625,1,14,472,673,78.98897604993638,1,9,M,LA,46,1261,Broadcast presenter,0.23013164310092638,0.32813261823500733
4687263141103,0,521,35152.98,67.47213051823417,3438.31,187.30863238010687,364,1,14,83,174,71.2795682244067,1,12,F,MN,41,399,Economist,0.15930902111324377,0.33397312859884837
4745996322265,0,2922,230041.75,78.72749828884326,9931.82,200.87186684782918,663,1,14,305,1242,75.33678477278,1,10,F,IN,20,1423,"Psychologist, forensic",0.10438056125941136,0.42505133470225875
4748866581408,22,10,7131.84,713.184,1002.39,339.3932973606482,10,1,6,0,0,85.08506045461114,1,10,M,MS,86,31702,Television production assistant,0.0,0.0
4755696071492,0,2591,159036.96,61.380532612890775,6136.65,180.54969376243344,659,1,14,388,885,78.59847677823448,0,0,M,TX,33,20328,Site engineer,0.14974913160941722,0.3415669625627171
4760122961662,0,506,34279.95,67.74693675889327,1148.19,117.6179674776276,344,1,14,137,185,74.2244887440541,1,11,M,OH,85,1202,Curator,0.2707509881422925,0.36561264822134387
4783226709001,0,1560,96649.63,61.954891025641025,2838.23,107.10252971363148,568,1,14,416,568,75.28074965305005,1,14,F,KS,57,320,Film/video editor,0.26666666666666666,0.3641025641025641
4788103653396,0,1002,72180.26,72.0361876247505,1763.1,121.0415997092592,497,1,14,295,348,75.5011525551592,1,8,F,OH,77,36784,"Investment banker, corporate",0.2944111776447106,0.3473053892215569
4806443445305,2,521,34327.1,65.88694817658349,1864.86,170.53018571641837,351,1,14,49,216,76.33429045810179,1,13,M,OH,17,21635,Geochemist,0.09404990403071017,0.4145873320537428
4807552641361,0,510,35034.9,68.69588235294118,2309.93,149.76036487512422,348,1,14,140,175,75.74245657024844,1,4,F,OH,64,133,Professor Emeritus,0.27450980392156865,0.3431372549019608
4809701904914,0,2002,170757.85,85.29363136863137,1524.46,110.73687007430306,628,1,14,289,725,78.46830450115363,1,2,F,AL,34,59744,Chemical engineer,0.14435564435564435,0.36213786213786214
4844243189971,396,10,5858.01,585.801,1145.9,452.18577144674606,9,1,6,2,0,81.96887824430927,1,10,M,CA,56,111772,Fine artist,0.2,0.0
4862293128558,0,2088,132072.19,63.252964559386974,10665.33,247.11209234361357,615,1,14,507,732,74.791220531076,1,4,F,PA,62,489,Pension scheme manager,0.24281609195402298,0.3505747126436782
4900628639996,0,2568,152881.76,59.53339563862929,2979.65,123.93613933154244,664,1,14,393,876,78.12394077470843,1,7,M,CA,45,105549,Firefighter,0.1530373831775701,0.3411214953271028
4917226033950,0,521,33310.58,63.935854126679466,1525.66,121.79933988109708,354,1,14,133,196,78.84022865391336,1,14,M,AL,86,800,Learning disability nurse,0.255278310940499,0.3761996161228407
4957924165498,0,1045,69216.93,66.23629665071769,1415.42,116.11570012403607,495,1,14,269,362,75.49916332950122,1,12,M,CO,63,207,Network engineer,0.2574162679425837,0.3464114832535885
4975457191020,280,7,4008.75,572.6785714285714,839.06,284.71457446763367,7,1,4,2,3,80.17528880850934,1,7,F,VA,56,242803,Sales promotion account executive,0.2857142857142857,0.42857142857142855
